1,ข้อใดต่อไปนี้ที่ไม่ใช่ความหมายเกี่ยวข้องกับการส่งกำลังบำรุง,1Logistics,2งานพลาธิการ,3การจัดหา,4การฝึกอบรม,4
48,การเคลื่อนย้ายสัตว์หรือสิ่งของต่าง ๆ เรียกว่า ,1การขนส่งผู้โดยสาร,2การขนส่งสินค้า,3ถูกทั้งคำตอบที่ 1 และ 2,4ไม่มีข้อใดถูก,2
49,Transportation คือข้อใด,1การขนส่ง ,2การบริการทางการแพทย์ ,3เวลา,4ระบบสารสนเทศ,1
50,Health Service Support คือข้อใด,1การขนส่ง ,2การบริการทางการแพทย์ ,3เวลา,4ระบบสารสนเทศ,2
51,Maintenanceคือข้อใด,1การขนส่ง ,2การบริการทางการแพทย์ ,3การซ่อมบำรุงรักษา,4ระบบสารสนเทศ,3
52,Supplyคือข้อใด,1การขนส่ง ,2การบริการทางการแพทย์ ,3การซ่อมบำรุงรักษา,4การส่งกำลัง,4
53,ข้อใดต่อไปนี้กล่าวได้ถูกต้อง,1Transportation คือการขนส่ง,2Transportation คือการซ่อมบำรุงรักษา,3Transportation คือการบริการทางการแพทย์,4Transportation คือการส่งกำลัง,1
54,ข้อใดต่อไปนี้กล่าวได้ถูกต้อง,1Maintenance คือการขนส่ง,2Maintenance คือการซ่อมบำรุงรักษา,3Maintenanceคือการบริการทางการแพทย์,4ไม่มีข้อใดถูก,2
55,ข้อใดต่อไปนี้กล่าวได้ถูกต้อง,1Health Service Support คือการขนส่ง,2Health Service Support คือการซ่อมบำรุงรักษา,3Health Service Supportคือการบริการทางการแพทย์,4ไม่มีข้อใดถูก,3
56,ข้อใดต่อไปนี้กล่าวได้ถูกต้อง,1Supply คือการขนส่ง,2Supply คือการซ่อมบำรุงรักษา,3Supply คือการบริการทางการแพทย์,4Supply คือการส่งกำลัง,4
57,การกำหนดงานส่งกำลังบำรุงคือ,1การกำหนดนโยบาย การวางแผน การวิจัยและพัฒนา การทำงบประมาณในการส่งกำลังบำรุง,2การออกแบบและพัฒนา การจัดหา  การเก็บรักษา การแจกจ่าย การเคลื่อนย้ายการซ่อมบำรุง การส่งกลับและการจำหน่าย,3การเคลื่อนย้าย การส่งกลับ การรักษากำลังพล,4ถูกทุกข้อ,4
58,M ในข้อที่ไม่เกี่ยวกับปัจจัยการส่งกำลังบำรุง,1Man,2Money,3Material,4Mango,4
59,M ในข้อที่เกี่ยวกับปัจจัยการส่งกำลังบำรุง,1Man,2Money,3Material,4ถูกทุกข้อ,4
60,M ในข้อที่ไม่เกี่ยวกับปัจจัยการส่งกำลังบำรุง,1Message,2Mango,3Management Information System,4Morality,2
