50,ข้อใดคือแนวทางดำเนินการในการให้ข้อมูลข่าวสารของฝ่ายอำนวยการ,1รวบรวมข้อมูลข่าวสารที่มีอยู่ในแต่ละงาน ,2ประเมินค่าความถูกต้องของข้อมูลข่าวสาร,3จัดระเบียบข้อมูลข่าวสาร,4ถูกทุกข้อ,4,,
51,ข้อใดคือการเสนอข้อมูลข่าวสารให้ผู้บังคับบัญชาที่ดี,1รวดเร็วและสมบูรณ์,2รวดเร็วเป็นหลักสำคัญ,3ข้อมูลสมบูรณ์เป็นหลักสำคัญ,4ข้อมูลทันสมัยเป็นหลัก,1,,
52,ข้อใดคือแนวทางดำเนินการในการประมาณการของฝ่ายอำนวยการ,1ต้องรอสั่งการจากผู้บังคับบัญชา,2ไม่จำเป็นต้องสรุปผลให้การวิเคราะห์ข้อมูลข่าวสารต่อผู้บังคับบัญชา,3ไม่จำเป็นต้องรอสั่งการจากผู้บังคับบัญชา,4ไม่ควรคำนึงถึงทรัพยากรที่มีอยู่,3,,
53,การทำแผน/คำสั่งของฝ่ายอำนวยการมีแนวทางอย่างไร,1นำข้อตกลงใจของผู้บังคับบัญชามาแปลงเป็นแนวทางปฏิบัติ,2นำข้อห่วงใยของผู้บังคับบัญชามาแปลงเป็นแนวทางปฏิบัติ,3นำข้อคิดเห็นของผู้จัดทำแผนมาแปลงเป็นแนวทางปฏิบัติ,4ข้อ1. และ2. ถูก,4,,
54,ข้อใดมิใช่ประโยชน์ของการกำกับดูแลการปฏิบัติตามแผน/คำสั่ง,1ช่วยเหลือผู้บังคับบัญชาให้มั่นใจได้ว่าหน่วยงานต่างๆได้ปฏิบัติตามแผน/คำสั่งของผู้บังคับบัญชา,2เป็นการแบ่งเบาภาระในการกำกับดูแลการปฏิบัติงานของผู้บังคับบัญชา,3ฝ่ายอำนวยการสามารถสั่งการแก้ไขปัญหาที่เกิดขึ้นได้,4ฝ่ายอำนวยการสามารถทราบสถานการณ์ต่างๆได้อย่างถูกต้องรวดเร็ว,3,,
55,การทำงานอย่างสมบูรณ์ของฝ่ายอำนวยการ คือ,1ดำเนินการในเรื่องรายละเอียดปลีกย่อยของการดำเนินการในเรื่องนั้นๆให้ครบถ้วน,2การเสนอผู้บังคับบัญชาจะเป็นเพียงแต่การที่จะให้ผู้บังคับบัญชาให้ข้อตกลงใจเท่านั้น,3การเสนอผู้บังคับบัญชาไม่ใช่ให้ผู้บังคับบัญชาสั่งการในรายละเอียด,4ถูกทุกข้อ,4,,
56,ผู้บังคับบัญชาสามารถสั่งการโดยวิธีใด,1สังการเป็นบันทึกรายงาน,2สั่งการเป็นคำสั่ง,3สั่งการเป็นระเบียบ,4ถูกทุกข้อ,4,,
57,ลักษณะใดมิใช่การทำงานอย่างสมบูรณ์ของฝ่ายอำนวยการ,1ผู้บังคับบัญชาต้องใช้เวลาในการตรวจสอบรายละเอียดเป็นเวลานานเพื่อความรอบคอบ,2ผู้บังคับบัญชามีเวลาในการปฏิบัติงานอย่างอื่นมากขึ้น,3ผู้บังคับบัญชาไม่ต้องเสียเวลาในการตรวจสอบเอกสารต่างๆมากมาย,4งานต้องมีความครบถ้วน ชัดเจน ถูกต้อง,1,,
58,วัตถุประสงค์สำคัญของการประสานงานของฝ่ายอำนวยการ คือ,1ประชาสัมพันธ์หน่วยงาน,2เพื่อการทำงานของฝ่ายอำนวยการต่างๆสอดคล้องกัน,3เพื่อให้การทำงานของฝ่ายอำนวยการต่างๆไม่ซ้ำซ้อนกัน,4ข้อ2. และ 3. ถูก,4,,
59,ในเรื่องการกำกับดูแลของฝ่ายอำนวยการ ข้อใดไม่ถูกต้อง,1เป็นการแบ่งเบาภาระของผู้บังคับบัญชา,2ฝ่ายอำนวยการจำเป็นต้องเข้าใจถึงแผน/คำสั่ง ตลอดจนแนวคิดในการปฏิบัติ โดยไม่ต้องสนใจเจตนารมณ์ของผู้บังคับบัญชา,3ฝ่ายอำนวยการจำเป็นต้องเข้าใจถึงแผน/คำสั่ง ตลอดจนแนวคิดในการปฏิบัติ,2เพื่อให้มั่นใจได้ว่าการปฏิบัติตามแผน/คำสั่งสามารถบรรลุวัตถุประสงค์ที่ต้องการ,2,,
60,ในเรื่องการกำกับดูแลของฝ่ายอำนวยการ ข้อใดถูกต้อง,1การเยี่ยมเยียนของฝ่ายอำนวยการไม่ถือว่าเป็นการกำกับดูแลของฝ่ายอำนวยการ,2ฝ่ายอำนวยการต้องระลึกเสมอว่าความรับผิดชอบในการปฏิบัติการเป็นของทั้งผู้บังคับหน่วยปฏิบัติการและฝ่ายอำนวยการ,3การตรวจของฝ่ายอำนวยการ อาจทำได้โดยความต้องการของผู้บังคับบัญชา,4ในการตรวจของฝ่ายอำนวยการไม่จำเป็นต้องแจ้งความมุ่งหมายของการตรวจให้กับหน่วยปฏิบัติการทราบ,3,,
